padrao,vertente_id,fonte,confianca,excluir,prioridade
IGREJA EVANJELICA PENTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA AVENTISTA DO SETIMO DIA,99739,mineracao_grafia,alta,false,90
IGREJA ASSEMPLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
CONGREGAO CRISTA DO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA PEBTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA PENDECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA OENTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA UNIERSAL,99745,mineracao_grafia,alta,false,90
IGREJA DO EVANGELHO QUADRIANGULAR,100411,mineracao_grafia,alta,false,90
CENTRO ESPIRIRA,2826,mineracao_grafia,alta,false,90
IGREJA EVABGELICA,121096,mineracao_grafia,alta,false,90
IGREJA ASDEMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
CONGREGACAO CRITA DO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA PETENCONSTAL,95265,mineracao_grafia,alta,false,90
IGREJA CATOLOCA,95263,mineracao_grafia,alta,false,90
IGREJA EVANGELUCA PENTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA IVANGELICA,121096,mineracao_grafia,alta,false,90
IGREJA DO EVANGELHO QUANDRAGULAR,100411,mineracao_grafia,alta,false,90
CONGREGASSAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA PENTRCOSTAL,95265,mineracao_grafia,alta,false,90
CENTRO EDPIRITA,2826,mineracao_grafia,alta,false,90
IGREJA ADENTISTA,99739,mineracao_grafia,alta,false,90
IGREJA CONCREGACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA QUADRANCULAR,100411,mineracao_grafia,alta,false,90
IGREJA DO EVANGELHO QUDRANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA NEOPENTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA QUDRANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA PENTENCONSTAL,95265,mineracao_grafia,alta,false,90
IGREJA INTERNACINAL DA GRACA DE DEUS,99748,mineracao_grafia,alta,false,90
IGREJA UNIVESAL,99745,mineracao_grafia,alta,false,90
CENTRO DE CANDONBLE,2828,mineracao_grafia,alta,false,90
IGREJA ADVENTSTA,99739,mineracao_grafia,alta,false,90
COMGREGACAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
CINGREGACAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
CONGREGRACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA DO EVANGELIO QUADRAGULAR,100411,mineracao_grafia,alta,false,90
CONGRGACAO CRISTA DO BRASIL,99746,mineracao_grafia,alta,false,90
CONGRAGACAO CRISTA DO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA AASEMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA PENTEVOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA EVANGEKICA,121096,mineracao_grafia,alta,false,90
IGREJA ASSEBREIA DE DEUS,100409,mineracao_grafia,alta,false,90
CONGRECACAO BATISTA,99741,mineracao_grafia,alta,false,90
IGREJA PENTECOSPAL,95265,mineracao_grafia,alta,false,90
IGREJA EVANVELICA,121096,mineracao_grafia,alta,false,90
IGREJA PRESBITERINA,100404,mineracao_grafia,alta,false,90
IGREJA CONGREGRACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA COGREGACAO CRISTA,99746,mineracao_grafia,alta,false,90
TEREIRO,2827,mineracao_grafia,alta,false,90
IGREJA EVANGELICS,121096,mineracao_grafia,alta,false,90
IGREJA CATOICA,95263,mineracao_grafia,alta,false,90
IGREJA EVANGELHO QUADRAGULAR,100411,mineracao_grafia,alta,false,90
CONGREGAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA PENTECOSAL,95265,mineracao_grafia,alta,false,90
IGREJA PETENCISTAL,95265,mineracao_grafia,alta,false,90
IGREJA PRESPITERIANA,100404,mineracao_grafia,alta,false,90
IGREJA PENTECSTAL,95265,mineracao_grafia,alta,false,90
IGREJA ADVESTISTA,99739,mineracao_grafia,alta,false,90
IGREJA ASSEMLEIA,100409,mineracao_grafia,alta,false,90
IGREJA ENVANGELICA LUTERANA,100403,mineracao_grafia,alta,false,90
CONGEGACAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA PENTESCONTAL,95265,mineracao_grafia,alta,false,90
IGREJAS DE CRISTO,99743,mineracao_grafia,alta,false,90
CENTRO DE UMBADA,2829,mineracao_grafia,alta,false,90
IGREJA PETENCOATAL,95265,mineracao_grafia,alta,false,90
IGREJA PENTECODTAL,95265,mineracao_grafia,alta,false,90
IGREJA CATOLCA,95263,mineracao_grafia,alta,false,90
IGREJA PETECONSTAL,95265,mineracao_grafia,alta,false,90
IGREJA PENTENCISTAL,95265,mineracao_grafia,alta,false,90
IGREJA ASSRMBLEIA,100409,mineracao_grafia,alta,false,90
IGREJA EVANGELIA PENTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA ASSAMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
CONGRECACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA EVANGLICA PENTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA MUDIAL,99748,mineracao_grafia,alta,false,90
IGREJA QUANDRAGULAR,100411,mineracao_grafia,alta,false,90
IGREJA ADENTISTA DO 7 DIA,99739,mineracao_grafia,alta,false,90
IGREJA ADVEBTISTA DO SETIMO DIA,99739,mineracao_grafia,alta,false,90
COGREGACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA DO ENVAGELHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA EVANGELIGA,121096,mineracao_grafia,alta,false,90
IGREJA PRESBITRIANA,100404,mineracao_grafia,alta,false,90
IGREJA EVANGELA,121096,mineracao_grafia,alta,false,90
IGREJA DO EVAGELHO QUADRAGULAR,100411,mineracao_grafia,alta,false,90
IGREJA PRESBTERIANA,100404,mineracao_grafia,alta,false,90
TARBENACULO DA FE,95265,mineracao_grafia,alta,false,90
CONCREGACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA PENTECOSYAL,95265,mineracao_grafia,alta,false,90
IGREJA ADVENTSTA DO SETIMO DIA,99739,mineracao_grafia,alta,false,90
IGREJA PENRECOSTAL,95265,mineracao_grafia,alta,false,90
CARDECISTA,2826,mineracao_grafia,alta,false,90
IGREJA ADVENTITA,99739,mineracao_grafia,alta,false,90
IGREJA PENTECOSCAL,95265,mineracao_grafia,alta,false,90
IGREJA ASEMBREIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA CATOLIVA,95263,mineracao_grafia,alta,false,90
IGREJA PLESBITERIANA RENOVADA,100404,mineracao_grafia,alta,false,90
IGREJA QUADANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA POSTOLICA,95265,mineracao_grafia,alta,false,90
IGREJA EVANHELICA,121096,mineracao_grafia,alta,false,90
IGREJA ADVEBTISTA,99739,mineracao_grafia,alta,false,90
IGREJA APOATOLICA,95265,mineracao_grafia,alta,false,90
CENTRO ESPIRTA,2826,mineracao_grafia,alta,false,90
IGREJA PANTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA CATOLOLICA,95263,mineracao_grafia,alta,false,90
IGREJA EVAGELHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
ASSEMBLIA,95265,mineracao_grafia,alta,false,90
IGREJA NOSSSA SENHORA,95263,mineracao_grafia,alta,false,90
MUDIAL IGREJA DO PODER DE DEUS,99748,mineracao_grafia,alta,false,90
IGREJA ADEVENTISTA DO 7 DIA,99739,mineracao_grafia,alta,false,90
IGREJA EVANFELICA,121096,mineracao_grafia,alta,false,90
CONGREGACAO CRSTA DO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJAS EVANGELICAS,121096,mineracao_grafia,alta,false,90
IGREJA DO EVAMGELHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA DO EANGELHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
CONGREGASSAO CRISTA DO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA ADVENTISA DO SETIMO DIA,99739,mineracao_grafia,alta,false,90
IGREJA AVANGELICA,121096,mineracao_grafia,alta,false,90
IGREJA QUADRIGULAR,100411,mineracao_grafia,alta,false,90
GONGREGACAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA DO EVANGELHO QUADRANDULAR,100411,mineracao_grafia,alta,false,90
IGREJA ASSEMBRLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA PENTECONTAL,95265,mineracao_grafia,alta,false,90
CONCREGACAO BATISTA,99741,mineracao_grafia,alta,false,90
IGREJA APOSTOLOCA,95265,mineracao_grafia,alta,false,90
IGREJA PENTECOSRAL,95265,mineracao_grafia,alta,false,90
ASSEMBLE DE DEUS,100409,mineracao_grafia,alta,false,90
IREJA CATOLICA,95263,mineracao_grafia,alta,false,90
IGREJA PRESITERIANA,100404,mineracao_grafia,alta,false,90
IGREJA EVANGELISTICA,121096,mineracao_grafia,alta,false,90
ESSEMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
CASA DE ORCAO,95265,mineracao_grafia,alta,false,90
IGREJA PESTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA ASAEMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA EVANGELICQ,121096,mineracao_grafia,alta,false,90
IGREJA PESBITERIANA,100404,mineracao_grafia,alta,false,90
ASSEMBLEA,95265,mineracao_grafia,alta,false,90
COBGREGACAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA RENACER,99748,mineracao_grafia,alta,false,90
IGREJA UNIVERSSAL,99745,mineracao_grafia,alta,false,90
IGREJA NOSSA SENORA,95263,mineracao_grafia,alta,false,90
IGREJA PENTECOLTAL,95265,mineracao_grafia,alta,false,90
IGREJA EBANGELICA,121096,mineracao_grafia,alta,false,90
CINGREGACAO CRISTA DO BRASIL,99746,mineracao_grafia,alta,false,90
ASSSMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
TEMPLO DE UMBADA,2829,mineracao_grafia,alta,false,90
IGREJA ASSSMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
ASSEMBBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA CONGRGACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA QUADRANGUAR,100411,mineracao_grafia,alta,false,90
IGREJA PRESITERIANA DO BRASIL,100404,mineracao_grafia,alta,false,90
CENTRO EAPIRITA,2826,mineracao_grafia,alta,false,90
IGREJA DO EVANGELIO GUADRANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA AVENTISTA,99739,mineracao_grafia,alta,false,90
ASSEEMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA ADVENRISTA DO SETIMO DIA,99739,mineracao_grafia,alta,false,90
IGREJA PRESBITERANA DO BRASIL,100404,mineracao_grafia,alta,false,90
IGREJA PENTEPOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA CRITA MARANATA,100414,mineracao_grafia,alta,false,90
IGREJA PLESBITERIANA DO BRASIL,100404,mineracao_grafia,alta,false,90
IGREJA PETENCOTAL,95265,mineracao_grafia,alta,false,90
IGREJA PRESIBITERIANA DO BRASIL,100404,mineracao_grafia,alta,false,90
IGREJ PENTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA ASSEMBREA DE DEUS,100409,mineracao_grafia,alta,false,90
CONGREGACAO CRSTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA UNIERSAL DO REINO DE DEUS,99745,mineracao_grafia,alta,false,90
IGREJA LUTERNA,100403,mineracao_grafia,alta,false,90
IGREJA APOSTLICA,95265,mineracao_grafia,alta,false,90
ASSEMBLWIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA PENTERCOSTAL,95265,mineracao_grafia,alta,false,90
IGREJ EVANGELICA,121096,mineracao_grafia,alta,false,90
ESPIRIRA,2826,mineracao_grafia,alta,false,90
ASS3MBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA ADSEMBLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA NOSSA SEHORA,95263,mineracao_grafia,alta,false,90
IGREJA PETESCOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA CATOKICA,95263,mineracao_grafia,alta,false,90
IGREJA ASSENBLEA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA NOSSA SENHRA,95263,mineracao_grafia,alta,false,90
IGREJA PENTWCOSTAL,95265,mineracao_grafia,alta,false,90
MADEREIRA,100409,mineracao_grafia,alta,false,90
IGREJA ASSEMBELEIA DE DEUS,100409,mineracao_grafia,alta,false,90
CASA DE UMBADA,2829,mineracao_grafia,alta,false,90
ESPRITA,2826,mineracao_grafia,alta,false,90
IGREJA PRESIBITERIANA RENOVADA,100404,mineracao_grafia,alta,false,90
IGREJA PENTENCOSAL,95265,mineracao_grafia,alta,false,90
IGREJA ADVENDISTA,99739,mineracao_grafia,alta,false,90
IGREJ BATISTA,99741,mineracao_grafia,alta,false,90
IGREJA EVAVGELICA,121096,mineracao_grafia,alta,false,90
IGREJA DO EVANGEHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
CONGREGACA CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA PENTENOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA PREBITERIANA RENOVADA,100404,mineracao_grafia,alta,false,90
IGREJA UNVERSAL,99745,mineracao_grafia,alta,false,90
CONGREGAO CRISTA,99746,mineracao_grafia,alta,false,90
CASA DE CANDONBLE,2828,mineracao_grafia,alta,false,90
CONGRAGACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA ADVETISTA DO 7 DIA,99739,mineracao_grafia,alta,false,90
IGREJA PENTECOSTAO,95265,mineracao_grafia,alta,false,90
ASSEMBLEIDA DE DEUS,100409,mineracao_grafia,alta,false,90
UMBADA,2829,mineracao_grafia,alta,false,90
CNGREGACAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA DO EVANHELHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA PRNTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA ADVENTITA DO SETIMO DIA,99739,mineracao_grafia,alta,false,90
IGREJA PENTENCOATAL,95265,mineracao_grafia,alta,false,90
IGREJA QUADRAGULA,100411,mineracao_grafia,alta,false,90
IGREJA CONGRENACIONAL,100406,mineracao_grafia,alta,false,90
CENTRO ESIRITA,2826,mineracao_grafia,alta,false,90
ASSEMBLEIS,95265,mineracao_grafia,alta,false,90
IGREJA ADVENTISA,99739,mineracao_grafia,alta,false,90
IGREJA PWNTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA CONGREGACAO CRITA,99746,mineracao_grafia,alta,false,90
IGREJA EVANGWLICA,121096,mineracao_grafia,alta,false,90
IGREJA PETENCOSCAL,95265,mineracao_grafia,alta,false,90
IGREJA ASSEMNLEIA DE DEUS,100409,mineracao_grafia,alta,false,90
CONREGACAO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA PRESBITARIANA DO BRASIL,100404,mineracao_grafia,alta,false,90
COMGREGACAO CRISTA,99746,mineracao_grafia,alta,false,90
CONGREGACO CRISTA NO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA BATITA,99741,mineracao_grafia,alta,false,90
IGREJA INTERNACIINAL DA GRACA DE DEUS,99748,mineracao_grafia,alta,false,90
IGREJA ADVERTISTA DO SETIMO DIA,99739,mineracao_grafia,alta,false,90
IGREJA PRESPITERIANA RENOVADA,100404,mineracao_grafia,alta,false,90
IGREJA MUNDIA DO PODER DE DEUS,99748,mineracao_grafia,alta,false,90
ESPERITA,2826,mineracao_grafia,alta,false,90
IGREJA ENVAGELICA PENTECOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA PRESBIERIANA,100404,mineracao_grafia,alta,false,90
IGREJA EVANGELICW,121096,mineracao_grafia,alta,false,90
IGREJA DO EVANGELHO QUADRANGUAR,100411,mineracao_grafia,alta,false,90
IGREJA ASSEBEIA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA DO EVANGELHO QUADANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA PRESIBETERIANA,100404,mineracao_grafia,alta,false,90
IGREJA PENCOSTAL,95265,mineracao_grafia,alta,false,90
IGREJA TESTEMUNHOS DE JEOVA,2824,mineracao_grafia,alta,false,90
CONGRACAO CRISTA DO BRASIL,99746,mineracao_grafia,alta,false,90
IGREJA METODOTISTA,100405,mineracao_grafia,alta,false,90
TESTEMUNHOS DE JEOVA,2824,mineracao_grafia,alta,false,90
IGREJA PENTECOSTSL,95265,mineracao_grafia,alta,false,90
IGREJA QUQDRANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA MOTODISTA,100405,mineracao_grafia,alta,false,90
IGREJA ASSEMBREI DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA DO EVNGELHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
COGREGACAO BATISTA,99741,mineracao_grafia,alta,false,90
CONGEGACAO CRISTA DO BRASIL,99746,mineracao_grafia,alta,false,90
ASSEMBLEOA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA ADVENTUSTA DO SETIMO DIA,99739,mineracao_grafia,alta,false,90
IGREJA DO EVANELHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
ESPIRTA,2826,mineracao_grafia,alta,false,90
IGREJA DO EVANGELHO QUADRABGULAR,100411,mineracao_grafia,alta,false,90
IGREJA DO EVANGELGO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
IGREJA CATOLIGA,95263,mineracao_grafia,alta,false,90
IGREJA QUADRANDULAR,100411,mineracao_grafia,alta,false,90
IGREJA PRESBITARIANA,100404,mineracao_grafia,alta,false,90
IREJA EVANGELICA,121096,mineracao_grafia,alta,false,90
IGREJA UNVERSAL DO REINO DE DEUS,99745,mineracao_grafia,alta,false,90
IGREJA ASSEBLEA DE DEUS,100409,mineracao_grafia,alta,false,90
IGREJA MUDIAL DO PODER DE DEUS,99748,mineracao_grafia,alta,false,90
IGREJA QUADRNGULAR,100411,mineracao_grafia,alta,false,90
CENTRO RSPIRITA,2826,mineracao_grafia,alta,false,90
IGREJA UNUVERSAL,99745,mineracao_grafia,alta,false,90
IGREJA CAYOLICA,95263,mineracao_grafia,alta,false,90
IGREJA CONGRECACAO CRISTA,99746,mineracao_grafia,alta,false,90
IGREJA CATOLICQ,95263,mineracao_grafia,alta,false,90
EPIRITA,2826,mineracao_grafia,alta,false,90
IGREJA DO EVENGELHO QUADRANGULAR,100411,mineracao_grafia,alta,false,90
JOAO BATISTA,95263,mineracao_excecao,media,false,60
SALA DE ORACAO,99746,mineracao_excecao,alta,false,60
BATISTA RENOVADA,99741,mineracao_excecao,alta,false,60
DEUS MISSIONARIA,100409,mineracao_excecao,alta,false,60
EVANGELICA PETENCOSTAL,121096,mineracao_excecao,media,false,60
DEUS PETENCOSTAL,100409,mineracao_excecao,media,false,60
DEUS INTERNACIONAL,100409,mineracao_excecao,alta,false,60
BATISTA MISSIONARIA,99741,mineracao_excecao,alta,false,60
EVANGELICA MISSIONARIA,121096,mineracao_excecao,alta,false,60
EVANGELICA INTERNACIONAL,121096,mineracao_excecao,media,false,60
DEUS RENOVADA,100409,mineracao_excecao,media,false,60
BATISTA INTERNACIONAL,99741,mineracao_excecao,alta,false,60
QUADRANGULAR TABERNACULO,100411,mineracao_excecao,alta,false,60
PENTECOSTAL INTERNACIONAL,95265,mineracao_excecao,alta,false,60
ORACAO DA CONGREGACAO,99746,mineracao_excecao,media,false,60
DEUS JEOVA,100409,mineracao_excecao,media,false,60
CRISTO PETENCOSTAL,99743,mineracao_excecao,media,false,60
BATISTA MARANATA,99741,mineracao_excecao,alta,false,60
DEUS TABERNACULO,100409,mineracao_excecao,alta,false,60
BATISTA DO SETIMO,99741,mineracao_excecao,media,false,60
BATISTA TABERNACULO,99741,mineracao_excecao,alta,false,60
DEUS TENDA,100409,mineracao_excecao,alta,false,60
DEUS VISAO MISSIONARIA,100409,mineracao_excecao,media,false,60
LIVRE RENOVADA,99741,mineracao_excecao,media,false,60
DEUS MARANATA,100409,mineracao_excecao,alta,false,60
BATISTA JEOVA,99741,mineracao_excecao,alta,false,60
METODISTA RENOVADA,100405,mineracao_excecao,media,false,60
BATISTA PETENCOSTAL,99741,mineracao_excecao,media,false,60
NACIONAL MISSIONARIA,99741,mineracao_excecao,alta,false,60
DEUS MINISTERIO INTERNACIONAL,100409,mineracao_excecao,alta,false,60
DE DEUS UNIVERSAL,100409,mineracao_excecao,media,false,60
ADVENTISTA RENOVADA,99739,mineracao_excecao,alta,false,60
ESPIRITA SANTA,2826,mineracao_excecao,alta,false,60
TENDA ESPIRITA,2826,mineracao_excecao,alta,false,60
CAPELA DE ORACAO,95263,mineracao_excecao,alta,false,60
ORACAO ASSEMBLEIA,100409,mineracao_excecao,media,false,60
ORACAO DA IGREJA DE,99743,mineracao_excecao,media,false,60
ORACAO DA ASSEMBLEIA,100409,mineracao_excecao,media,false,60
ESPIRITA JOAO BATISTA,2826,mineracao_excecao,alta,false,60
DEUS MINISTERIO JEOVA,100409,mineracao_excecao,media,false,60
ESPIRITA NOSSA SENHORA,2826,mineracao_excecao,alta,false,60
MISSIONARIA ASSEMBLEIA,100409,mineracao_excecao,media,false,60
BATISTA CASA DE ORACAO,99741,mineracao_excecao,alta,false,60
PETENCOSTAL DEUS E AMOR,100413,mineracao_excecao,alta,false,60
ESPIRITA SAO JOAO BATISTA,2826,mineracao_excecao,alta,false,60
PETENCOSTAL ASSEMBLEIA DE,100409,mineracao_excecao,media,false,60
ORACAO CONGREGACAO CRISTA,99746,mineracao_excecao,alta,false,60
IGREJA ASSEMBLEIA MISSIONARIA,100409,mineracao_excecao,alta,false,60
MISSIONARIA,95265,mineracao_marcador,media,false,50
BATISTA,99741,mineracao_marcador,alta,false,50
CATOLICA,95263,mineracao_marcador,alta,false,50
INTERNACIONAL,99748,mineracao_marcador,media,false,50
EVANGELHO,100411,mineracao_marcador,alta,false,50
QUADRANGULAR,100411,mineracao_marcador,alta,false,50
SANTUARIO,95263,mineracao_marcador,media,false,50
UNIVERSAL,99745,mineracao_marcador,alta,false,50
ORACAO,95265,mineracao_marcador,media,false,50
SETIMO,99739,mineracao_marcador,alta,false,50
TABERNACULO,95265,mineracao_marcador,media,false,50
ASSENBLEIA,100409,mineracao_marcador,alta,false,50
RENOVADA,100404,mineracao_marcador,media,false,50
TENDA,2829,mineracao_marcador,media,false,50
JEOVA,2824,mineracao_marcador,alta,false,50
ASSEBLEIA,100409,mineracao_marcador,alta,false,50
PETENCOSTAL,95265,mineracao_marcador,alta,false,50
PRESBITERIANA,100404,mineracao_marcador,alta,false,50
ASEMBLEIA,100409,mineracao_marcador,alta,false,50
ASSEMBREIA,100409,mineracao_marcador,alta,false,50
NACAO,100409,mineracao_marcador,media,false,50
MARANATA,100414,mineracao_marcador,alta,false,50
ULTIMOS,100423,mineracao_marcador,media,false,50
MATRIZ,95263,mineracao_marcador,alta,false,50
EVANGELIO,100411,mineracao_marcador,media,false,50
NAZARENO,99743,mineracao_marcador,media,false,50
BOLA,99748,mineracao_marcador,media,false,50
NEVE,99748,mineracao_marcador,alta,false,50
TESTEMUNHA,2824,mineracao_marcador,alta,false,50
MESSIANICA,100428,mineracao_marcador,alta,false,50
METODISTA,100405,mineracao_marcador,alta,false,50
SARA,99748,mineracao_marcador,alta,false,50
WESLEYANA,100405,mineracao_marcador,alta,false,50
CONGREGACIONAL,100406,mineracao_marcador,alta,false,50
TESTEMUNHAS,2824,mineracao_marcador,alta,false,50
ROMANA,95263,mineracao_marcador,alta,false,50
VERBO,99748,mineracao_marcador,media,false,50
CONFISSAO,99740,mineracao_marcador,alta,false,50
DO AMANHECER,2826,mineracao_ngrama,media,false,40
BIBLICO,121096,mineracao_ngrama,media,false,40
IGREJA TABERNACULO,95265,mineracao_ngrama,alta,false,40
PENTECOSTAL DO,95265,mineracao_ngrama,media,false,40
CRISTO DOS SANTOS,100423,mineracao_ngrama,alta,false,40
IGREJA AD,100409,mineracao_ngrama,alta,false,40
CENTRO PASTORAL,95263,mineracao_ngrama,alta,false,40
LUTERANA,121096,mineracao_ngrama,media,false,40
DEUS PENTECOSTAL,100409,mineracao_ngrama,alta,false,40
DOS SANTOS DOS,100423,mineracao_ngrama,alta,false,40
CONG,100409,mineracao_ngrama,media,false,40
MACUMBA,2827,mineracao_ngrama,media,false,40
FRATERNIDADE,2826,mineracao_ngrama,media,false,40
IGREJA ENVANGELICA,100409,mineracao_ngrama,media,false,40
EVANGELUCA,100409,mineracao_ngrama,media,false,40
SOCIEDADE,2826,mineracao_ngrama,media,false,40
CATOLICA SAO,95263,mineracao_ngrama,alta,false,40
UNIDA DO,95265,mineracao_ngrama,alta,false,40
CRISTAN,99746,mineracao_ngrama,media,false,40
OBRA DA RESTAURACAO,121096,mineracao_ngrama,media,false,40
IGREJA MAE,100409,mineracao_ngrama,media,false,40
PENTECOSTAL DA,95265,mineracao_ngrama,media,false,40
PENTECOSTAL JESUS,95265,mineracao_ngrama,alta,false,40
GEOVA,2824,mineracao_ngrama,media,false,40
BATISTA DA,99741,mineracao_ngrama,alta,false,40
PENTECOSTAL DE,95265,mineracao_ngrama,media,false,40
BATISTA DO,99741,mineracao_ngrama,alta,false,40
BATISTA NACIONAL,99741,mineracao_ngrama,alta,false,40
IGREIJA EVANGELICA,100409,mineracao_ngrama,media,false,40
TERREIRA,2829,mineracao_ngrama,media,false,40
BATISTA NOVA,99741,mineracao_ngrama,alta,false,40
LUTERANA DO,100403,mineracao_ngrama,media,false,40
DEUS MONTE,100409,mineracao_ngrama,alta,false,40
JERUSALEM DE,95265,mineracao_ngrama,media,false,40
DO BELEM,100409,mineracao_ngrama,media,false,40
CATOLICA SANTA,95263,mineracao_ngrama,alta,false,40
MONTESE,100409,mineracao_ngrama,media,false,40
UNIVERSAL JESUS,99745,mineracao_ngrama,alta,false,40
CRISTA PRESBITERIANA,121096,mineracao_ngrama,media,false,40
EVANGELICA BETEL,121096,mineracao_ngrama,alta,false,40
DE MINA,2827,mineracao_ngrama,media,false,40
EVANGELICA RENOVADA,121096,mineracao_ngrama,alta,false,40
LAR DE,2826,mineracao_ngrama,media,false,40
PENTECOSTAL A,95265,mineracao_ngrama,alta,false,40
DE CAMDOMBLE,2827,mineracao_ngrama,media,false,40
DE DEUS MISSIONARIA,100409,mineracao_ngrama,alta,false,40
BATISTA EM,99741,mineracao_ngrama,alta,false,40
TRADICIONAL,100409,mineracao_ngrama,media,false,40
PRESBITERIANA DO,100404,mineracao_ngrama,alta,false,40
PENTECOSTAL MINISTERIO,95265,mineracao_ngrama,media,false,40
PENTECOSTAL NOVA,95265,mineracao_ngrama,media,false,40
FAMILIA GLOBAL,100411,mineracao_ngrama,alta,false,40
UNGIDA,95265,mineracao_ngrama,alta,false,40
DEUS MIN,100409,mineracao_ngrama,alta,false,40
BATISTA DE,99741,mineracao_ngrama,media,false,40
MARIA DE NAZARE,2826,mineracao_ngrama,media,false,40
CHICO,2826,mineracao_ngrama,media,false,40
E CARIDADE,2826,mineracao_ngrama,media,false,40
IGREJA SARA,99748,mineracao_ngrama,alta,false,40
ADVENTISTA DA,99739,mineracao_ngrama,alta,false,40
ANAPOLIS,100409,mineracao_ngrama,media,false,40
CAMPO DE,100409,mineracao_ngrama,media,false,40
